,book_id,user_id,rating,user,book
134,2,16913,2.0,171,1
135,2,17434,5.0,177,1
136,2,17566,4.0,178,1
137,2,17643,1.0,179,1
138,2,17663,5.0,180,1
139,2,17984,5.0,183,1
140,2,18313,5.0,189,1
141,2,18361,4.0,191,1
142,2,19526,4.0,198,1
143,2,19724,5.0,200,1
144,2,19729,4.0,201,1
145,2,19942,5.0,202,1
146,2,21217,4.0,212,1
147,2,21228,4.0,213,1
148,2,21487,5.0,214,1
149,2,21676,5.0,216,1
150,2,21733,5.0,219,1
151,2,22602,4.0,227,1
152,2,23576,5.0,229,1
153,2,23612,5.0,231,1
154,2,24499,5.0,235,1
155,2,24834,4.0,238,1
156,2,25164,4.0,242,1
157,2,25182,5.0,243,1
158,2,26145,4.0,249,1
159,2,26629,4.0,255,1
160,2,27499,5.0,264,1
161,2,28767,4.0,270,1
162,2,30313,5.0,287,1
163,2,30681,4.0,289,1
164,2,30944,5.0,294,1
165,2,32055,4.0,301,1
166,2,32305,5.0,303,1
167,2,32592,4.0,308,1
168,2,32635,4.0,309,1
169,2,32748,5.0,311,1
170,2,32918,5.0,312,1
171,2,33065,5.0,314,1
172,2,33697,4.0,320,1
173,2,33716,5.0,321,1
174,2,33872,5.0,323,1
175,2,36099,5.0,334,1
176,2,37834,4.0,344,1
177,2,38082,5.0,347,1
178,2,42404,5.0,372,1
179,2,42508,4.0,373,1
180,2,42810,4.0,375,1
181,2,45269,4.0,385,1
182,2,45493,5.0,386,1
183,2,46421,5.0,392,1
184,2,46977,3.0,395,1
185,2,47476,3.0,397,1
186,2,47478,2.0,398,1
187,2,47800,5.0,402,1
188,2,48482,5.0,408,1
189,2,48559,5.0,409,1
190,2,48687,1.0,410,1
191,2,49298,5.0,418,1
192,2,50096,5.0,422,1
193,2,50104,5.0,425,1
194,2,50133,5.0,426,1
195,2,51166,5.0,432,1
196,2,51460,4.0,434,1
197,2,51838,4.0,437,1
198,2,52036,3.0,439,1
199,2,53292,5.0,446,1
200,3,314,3.0,1,2
201,3,588,1.0,4,2
202,3,2077,2.0,14,2
203,3,2487,3.0,18,2
204,3,2900,3.0,20,2
205,3,3662,4.0,27,2
206,3,4536,1.0,30,2
207,3,5115,4.0,34,2
208,3,5272,5.0,35,2
209,3,5461,2.0,38,2
210,3,5885,4.0,41,2
211,3,6063,5.0,44,2
212,3,6630,5.0,48,2
213,3,6634,3.0,49,2
214,3,7001,4.0,51,2
215,3,9246,1.0,74,2
216,3,9731,2.0,77,2
217,3,9771,3.0,78,2
218,3,10140,3.0,84,2
219,3,10246,1.0,86,2
220,3,10249,5.0,87,2
221,3,10509,1.0,92,2
222,3,10610,1.0,93,2
223,3,10751,1.0,96,2
224,3,10944,1.0,98,2
225,3,11285,2.0,101,2
226,3,11408,3.0,102,2
227,3,11599,4.0,107,2
228,3,11854,1.0,111,2
229,3,11927,4.0,113,2
230,3,12471,2.0,120,2
231,3,12946,4.0,123,2
232,3,13274,5.0,130,2
233,3,13282,5.0,131,2
234,3,13794,1.0,138,2
235,3,14546,5.0,151,2
236,3,15604,1.0,159,2
237,3,16377,1.0,166,2
238,3,16569,1.0,168,2
239,3,16913,4.0,171,2
240,3,17434,4.0,177,2
241,3,17663,4.0,180,2
242,3,18031,3.0,184,2
243,3,18313,5.0,189,2
244,3,19724,4.0,200,2
245,3,19942,4.0,202,2
246,3,19984,2.0,203,2
247,3,20076,3.0,204,2
248,3,20782,4.0,208,2
249,3,20848,4.0,209,2
250,3,21228,3.0,213,2
251,3,21487,3.0,214,2
252,3,21733,1.0,219,2
253,3,22602,3.0,227,2
254,3,23576,1.0,229,2
255,3,23612,3.0,231,2
256,3,24326,3.0,233,2
257,3,24389,3.0,234,2
258,3,25182,3.0,243,2
259,3,25214,1.0,244,2
260,3,26398,2.0,253,2
261,3,26629,4.0,255,2
262,3,28767,3.0,270,2
263,3,29703,1.0,280,2
264,3,30681,4.0,289,2
265,3,32305,1.0,303,2
266,3,32592,5.0,308,2
267,3,32635,4.0,309,2
268,3,32918,5.0,312,2
269,3,33065,1.0,314,2
270,3,33716,3.0,321,2
271,3,36099,4.0,334,2
272,3,36240,2.0,335,2
273,3,37284,1.0,341,2
274,3,37834,4.0,344,2
275,3,37855,3.0,345,2
276,3,38080,5.0,346,2
277,3,38082,3.0,347,2
278,3,38475,3.0,348,2
279,3,42404,5.0,372,2
280,3,43602,4.0,379,2
281,3,43985,2.0,381,2
282,3,46977,2.0,395,2
283,3,47746,5.0,401,2
284,3,48482,3.0,408,2
285,3,48687,1.0,410,2
286,3,49288,5.0,414,2
287,3,49289,5.0,415,2
288,3,49295,5.0,416,2
289,3,49297,5.0,417,2
290,3,49298,1.0,418,2
291,3,50096,5.0,422,2
292,3,50101,5.0,423,2
293,3,50102,5.0,424,2
294,3,50104,5.0,425,2
295,3,50133,5.0,426,2
296,3,51166,3.0,432,2
297,3,51460,2.0,434,2
298,3,52036,1.0,439,2
299,3,53292,5.0,446,2
300,4,439,5.0,3,3
301,4,1169,5.0,9,3
302,4,2324,5.0,17,3
303,4,2487,5.0,18,3
304,4,3739,5.0,28,3
305,4,3922,4.0,29,3
306,4,4606,1.0,31,3
307,4,5115,5.0,34,3
308,4,5436,5.0,37,3
309,4,6342,5.0,47,3
310,4,6630,4.0,48,3
311,4,8167,5.0,57,3
312,4,8178,5.0,58,3
313,4,9246,4.0,74,3
314,4,10140,4.0,84,3
315,4,11285,3.0,101,3
316,4,11691,5.0,108,3
317,4,11692,5.0,109,3
318,4,11868,3.0,112,3
319,4,11945,5.0,114,3
320,4,12381,5.0,117,3
321,4,12874,5.0,122,3
322,4,12946,5.0,123,3
323,4,13034,4.0,125,3
324,4,13776,4.0,137,3
325,4,13794,4.0,138,3
326,4,14192,4.0,143,3
327,4,14207,3.0,144,3
328,4,14546,5.0,151,3
329,4,14603,5.0,152,3
330,4,15604,3.0,159,3
331,4,17228,5.0,173,3
332,4,17643,5.0,179,3
333,4,17663,5.0,180,3
334,4,17984,5.0,183,3
335,4,18031,5.0,184,3
336,4,18313,5.0,189,3
337,4,19526,5.0,198,3
338,4,19724,5.0,200,3
339,4,19729,4.0,201,3
340,4,20406,2.0,206,3
341,4,20467,4.0,207,3
342,4,21217,4.0,212,3
343,4,21228,3.0,213,3
344,4,21487,5.0,214,3
345,4,21676,3.0,216,3
346,4,21733,5.0,219,3
347,4,23576,5.0,229,3
348,4,24326,5.0,233,3
349,4,25164,5.0,242,3
350,4,25182,5.0,243,3
351,4,25840,3.0,246,3
352,4,26579,3.0,254,3
353,4,26629,4.0,255,3
354,4,26661,5.0,256,3
355,4,27499,5.0,264,3
356,4,27834,5.0,267,3
357,4,27934,4.0,268,3
358,4,28767,5.0,270,3
359,4,29123,3.0,275,3
360,4,29703,5.0,280,3
361,4,30283,4.0,286,3
362,4,30313,5.0,287,3
363,4,30681,5.0,289,3
364,4,30944,5.0,294,3
365,4,32305,5.0,303,3
366,4,32338,4.0,304,3
367,4,32592,5.0,308,3
368,4,32745,4.0,310,3
369,4,32748,5.0,311,3
370,4,32918,5.0,312,3
371,4,32923,5.0,313,3
372,4,33065,5.0,314,3
373,4,33697,5.0,320,3
374,4,33716,4.0,321,3
375,4,33872,5.0,323,3
376,4,34688,4.0,327,3
377,4,36099,5.0,334,3
378,4,37284,3.0,341,3
379,4,37834,4.0,344,3
380,4,39423,5.0,354,3
381,4,42404,5.0,372,3
382,4,43985,5.0,381,3
383,4,44243,3.0,382,3
384,4,44397,5.0,383,3
385,4,45269,5.0,385,3
386,4,46482,5.0,394,3
387,4,47411,4.0,396,3
388,4,47730,5.0,400,3
389,4,47800,5.0,402,3
390,4,48482,3.0,408,3
391,4,48559,5.0,409,3
392,4,48687,5.0,410,3
393,4,49298,5.0,418,3
394,4,50102,5.0,424,3
395,4,51460,5.0,434,3
396,4,51838,4.0,437,3
397,4,52036,3.0,439,3
398,4,53245,5.0,445,3
399,4,53292,5.0,446,3
400,5,314,4.0,1,4
401,5,1169,5.0,9,4
402,5,1952,5.0,13,4
403,5,2324,5.0,17,4
404,5,2487,3.0,18,4
405,5,2900,5.0,20,4
406,5,3022,1.0,22,4
407,5,3662,4.0,27,4
408,5,3739,5.0,28,4
409,5,3922,2.0,29,4
410,5,5115,3.0,34,4
411,5,5461,5.0,38,4
412,5,6342,5.0,47,4
413,5,6630,3.0,48,4
414,5,7001,5.0,51,4
415,5,8167,4.0,57,4
416,5,8370,3.0,59,4
417,5,9246,3.0,74,4
418,5,10111,5.0,83,4
419,5,10246,4.0,86,4
420,5,10402,4.0,91,4
421,5,10944,3.0,98,4
422,5,11691,5.0,108,4
423,5,11692,4.0,109,4
424,5,11868,3.0,112,4
425,5,11927,5.0,113,4
426,5,11945,4.0,114,4
427,5,12381,4.0,117,4
428,5,12476,5.0,121,4
429,5,12874,4.0,122,4
430,5,12946,5.0,123,4
431,5,13034,4.0,125,4
432,5,13776,4.0,137,4
433,5,13794,2.0,138,4
434,5,14546,2.0,151,4
435,5,14603,4.0,152,4
436,5,15547,2.0,158,4
437,5,17228,5.0,173,4
438,5,17643,2.0,179,4
439,5,17663,5.0,180,4
440,5,18031,5.0,184,4
441,5,18313,2.0,189,4
442,5,19526,4.0,198,4
443,5,19724,5.0,200,4
444,5,19729,4.0,201,4
445,5,20406,5.0,206,4
446,5,20467,4.0,207,4
447,5,21217,4.0,212,4
448,5,21228,4.0,213,4
449,5,21487,5.0,214,4
450,5,21676,4.0,216,4
451,5,21733,4.0,219,4
452,5,22602,5.0,227,4
453,5,23576,5.0,229,4
454,5,24499,3.0,235,4
455,5,25164,4.0,242,4
456,5,25182,5.0,243,4
457,5,25840,3.0,246,4
458,5,26629,5.0,255,4
459,5,26661,5.0,256,4
460,5,27499,5.0,264,4
461,5,27834,4.0,267,4
462,5,28158,4.0,269,4
463,5,28767,2.0,270,4
464,5,29703,5.0,280,4
465,5,29819,2.0,282,4
466,5,30681,3.0,289,4
467,5,30944,4.0,294,4
468,5,32338,3.0,304,4
469,5,32635,3.0,309,4
470,5,32748,4.0,311,4
471,5,32923,5.0,313,4
472,5,33065,4.0,314,4
473,5,33697,5.0,320,4
474,5,33716,4.0,321,4
475,5,33872,4.0,323,4
476,5,34688,3.0,327,4
477,5,36099,3.0,334,4
478,5,37284,2.0,341,4
479,5,38798,2.0,350,4
480,5,39423,2.0,354,4
481,5,41074,3.0,366,4
482,5,42404,3.0,372,4
483,5,44243,2.0,382,4
484,5,44397,5.0,383,4
485,5,45269,4.0,385,4
486,5,45493,5.0,386,4
487,5,45554,5.0,388,4
488,5,46139,4.0,390,4
489,5,46421,5.0,392,4
490,5,46482,5.0,394,4
491,5,47800,3.0,402,4
492,5,48559,3.0,409,4
493,5,48687,5.0,410,4
494,5,49298,2.0,418,4
495,5,50104,5.0,425,4
496,5,51166,4.0,432,4
497,5,51838,4.0,437,4
498,5,52036,4.0,439,4
499,5,53292,5.0,446,4
500,6,173,5.0,0,5
501,6,314,5.0,1,5
502,6,725,5.0,5,5
503,6,2077,2.0,14,5
504,6,2171,5.0,15,5
505,6,3662,5.0,27,5
506,6,5379,5.0,36,5
507,6,6016,5.0,42,5
508,6,8440,4.0,61,5
509,6,8612,4.0,66,5
510,6,9195,3.0,72,5
511,6,9246,2.0,74,5
512,6,9722,5.0,76,5
513,6,10727,5.0,95,5
514,6,11599,4.0,107,5
515,6,11691,3.0,108,5
516,6,11927,5.0,113,5
517,6,12476,4.0,121,5
518,6,13282,5.0,131,5
519,6,14222,4.0,145,5
520,6,14285,4.0,148,5
521,6,15318,4.0,156,5
522,6,16569,5.0,168,5
523,6,16913,5.0,171,5
524,6,17329,5.0,175,5
525,6,17405,4.0,176,5
526,6,17984,4.0,183,5
527,6,18031,1.0,184,5
528,6,18179,1.0,187,5
529,6,18199,5.0,188,5
530,6,18316,5.0,190,5
531,6,18361,5.0,191,5
532,6,18550,4.0,192,5
533,6,18798,4.0,193,5
534,6,18957,5.0,195,5
535,6,20076,4.0,204,5
536,6,20782,4.0,208,5
537,6,21228,4.0,213,5
538,6,22212,4.0,222,5
539,6,22534,3.0,226,5
540,6,24326,5.0,233,5
541,6,25030,3.0,240,5
542,6,26146,3.0,250,5
543,6,26244,5.0,251,5
544,6,26398,4.0,253,5
545,6,26942,4.0,261,5
546,6,28158,3.0,269,5
547,6,28831,4.0,273,5
548,6,29031,4.0,274,5
549,6,29644,5.0,278,5
550,6,29689,3.0,279,5
551,6,30601,5.0,288,5
552,6,30879,5.0,293,5
553,6,31001,4.0,295,5
554,6,31305,4.0,297,5
555,6,31760,4.0,298,5
556,6,32419,4.0,305,5
557,6,32635,5.0,309,5
558,6,32923,4.0,313,5
559,6,33119,5.0,315,5
560,6,33147,5.0,316,5
561,6,33207,4.0,317,5
562,6,33872,2.0,323,5
563,6,34531,4.0,326,5
564,6,35259,2.0,329,5
565,6,35982,2.0,332,5
566,6,36664,3.0,336,5
567,6,37035,4.0,338,5
568,6,37041,3.0,339,5
569,6,38687,3.0,349,5
570,6,38851,5.0,351,5
571,6,39720,4.0,357,5
572,6,40167,3.0,360,5
573,6,40251,5.0,361,5
574,6,40490,3.0,363,5
575,6,41318,3.0,369,5
576,6,43985,4.0,381,5
577,6,45493,4.0,386,5
578,6,47490,5.0,399,5
579,6,47746,5.0,401,5
580,6,48687,5.0,410,5
581,6,49138,5.0,412,5
582,6,49382,5.0,419,5
583,6,49830,5.0,421,5
584,6,50096,5.0,422,5
585,6,50101,5.0,423,5
586,6,50102,5.0,424,5
587,6,50104,5.0,425,5
588,6,50133,5.0,426,5
589,6,50610,3.0,429,5
590,6,51065,5.0,431,5
591,6,51166,5.0,432,5
592,6,51480,2.0,435,5
593,6,51762,4.0,436,5
594,6,52036,2.0,439,5
595,6,52469,5.0,440,5
596,6,52583,5.0,441,5
597,6,52740,2.0,442,5
598,6,53145,5.0,444,5
599,6,53292,5.0,446,5
600,7,439,3.0,3,6
601,7,951,5.0,6,6
602,7,2324,5.0,17,6
603,7,3022,3.0,22,6
604,7,3739,5.0,28,6
605,7,3922,5.0,29,6
606,7,4536,3.0,30,6
607,7,5115,4.0,34,6
608,7,5436,5.0,37,6
609,7,5461,5.0,38,6
610,7,5629,3.0,39,6
611,7,6063,4.0,44,6
612,7,6630,5.0,48,6
613,7,6634,4.0,49,6
614,7,7001,3.0,51,6
615,7,7563,4.0,54,6
616,7,8167,3.0,57,6
617,7,8484,4.0,63,6
618,7,10111,4.0,83,6
619,7,10140,4.0,84,6
620,7,10246,4.0,86,6
621,7,10249,5.0,87,6
622,7,10509,2.0,92,6
623,7,10610,4.0,93,6
624,7,10944,5.0,98,6
625,7,11285,3.0,101,6
626,7,11408,2.0,102,6
627,7,11691,4.0,108,6
628,7,11692,4.0,109,6
629,7,11854,5.0,111,6
630,7,11868,1.0,112,6
631,7,11927,5.0,113,6
632,7,12381,5.0,117,6
633,7,12455,1.0,118,6
634,7,12874,4.0,122,6
635,7,12946,5.0,123,6
636,7,13034,4.0,125,6
637,7,13282,1.0,131,6
638,7,13794,3.0,138,6
639,7,14192,5.0,143,6
640,7,14248,5.0,147,6
641,7,14546,3.0,151,6
642,7,15604,3.0,159,6
643,7,16569,5.0,168,6
644,7,16913,3.0,171,6
645,7,17566,4.0,178,6
646,7,17643,3.0,179,6
647,7,17663,4.0,180,6
648,7,18031,5.0,184,6
649,7,18313,5.0,189,6
650,7,18798,3.0,193,6
651,7,19526,5.0,198,6
652,7,19984,5.0,203,6
653,7,20406,5.0,206,6
654,7,20848,5.0,209,6
655,7,21217,4.0,212,6
656,7,21228,5.0,213,6
657,7,21487,4.0,214,6
658,7,21676,5.0,216,6
659,7,21733,2.0,219,6
660,7,22164,4.0,221,6
661,7,22602,4.0,227,6
662,7,23576,1.0,229,6
663,7,24499,2.0,235,6
664,7,24845,5.0,239,6
665,7,25840,3.0,246,6
666,7,26145,4.0,249,6
667,7,26629,4.0,255,6
668,7,26718,4.0,257,6
669,7,27499,5.0,264,6
670,7,28767,2.0,270,6
671,7,30944,5.0,294,6
672,7,31001,5.0,295,6
673,7,32055,3.0,301,6
674,7,32305,5.0,303,6
675,7,32592,4.0,308,6
676,7,32635,4.0,309,6
677,7,32748,5.0,311,6
678,7,33697,4.0,320,6
679,7,33872,4.0,323,6
680,7,36099,5.0,334,6
681,7,37284,4.0,341,6
682,7,37690,4.0,342,6
683,7,38798,3.0,350,6
684,7,38865,5.0,352,6
685,7,39423,3.0,354,6
686,7,40126,4.0,359,6
687,7,42508,3.0,373,6
688,7,42810,4.0,375,6
689,7,43622,2.0,380,6
690,7,45269,4.0,385,6
691,7,45493,5.0,386,6
692,7,46139,5.0,390,6
693,7,48482,3.0,408,6
694,7,48559,5.0,409,6
695,7,51460,4.0,434,6
696,7,51480,1.0,435,6
697,7,51838,5.0,437,6
698,7,52036,5.0,439,6
699,7,53292,5.0,446,6
700,8,588,3.0,4,7
701,8,1952,4.0,13,7
702,8,2276,4.0,16,7
703,8,2324,5.0,17,7
704,8,2900,3.0,20,7
705,8,3022,1.0,22,7
706,8,3922,1.0,29,7
707,8,4606,2.0,31,7
708,8,5461,4.0,38,7
709,8,6342,5.0,47,7
710,8,6630,4.0,48,7
711,8,7001,5.0,51,7
712,8,9246,4.0,74,7
713,8,9771,5.0,78,7
714,8,10140,3.0,84,7
715,8,10246,5.0,86,7
716,8,11285,3.0,101,7
717,8,11691,5.0,108,7
718,8,11868,2.0,112,7
719,8,11945,5.0,114,7
720,8,12381,3.0,117,7
721,8,12874,4.0,122,7
722,8,12946,4.0,123,7
723,8,13034,4.0,125,7
724,8,13776,4.0,137,7
725,8,13794,2.0,138,7
726,8,13991,4.0,141,7
727,8,14192,4.0,143,7
728,8,14207,4.0,144,7
729,8,14546,2.0,151,7
730,8,14603,5.0,152,7
731,8,17228,4.0,173,7
732,8,17434,5.0,177,7
733,8,17643,1.0,179,7
734,8,18313,1.0,189,7
735,8,19526,4.0,198,7
736,8,19724,3.0,200,7
737,8,19729,5.0,201,7
738,8,20076,4.0,204,7
739,8,20406,2.0,206,7
740,8,20782,4.0,208,7
741,8,20848,5.0,209,7
742,8,21217,4.0,212,7
743,8,21228,4.0,213,7
744,8,21487,3.0,214,7
745,8,21676,3.0,216,7
746,8,21733,2.0,219,7
747,8,22602,3.0,227,7
748,8,23576,5.0,229,7
749,8,24326,5.0,233,7
750,8,24499,3.0,235,7
751,8,25164,4.0,242,7
752,8,25182,5.0,243,7
753,8,25840,2.0,246,7
754,8,26145,3.0,249,7
755,8,26579,3.0,254,7
756,8,26661,5.0,256,7
757,8,27499,3.0,264,7
758,8,27834,4.0,267,7
759,8,28158,3.0,269,7
760,8,28767,2.0,270,7
761,8,30681,4.0,289,7
762,8,30944,3.0,294,7
763,8,32338,3.0,304,7
764,8,32592,4.0,308,7
765,8,32745,4.0,310,7
766,8,32748,5.0,311,7
767,8,32923,5.0,313,7
768,8,33065,3.0,314,7
769,8,33716,4.0,321,7
770,8,33872,4.0,323,7
771,8,36099,4.0,334,7
772,8,36695,4.0,337,7
773,8,37284,5.0,341,7
774,8,37834,4.0,344,7
775,8,38798,4.0,350,7
776,8,39423,3.0,354,7
777,8,42404,2.0,372,7
778,8,42574,4.0,374,7
779,8,42810,3.0,375,7
780,8,43985,3.0,381,7
781,8,45269,5.0,385,7
782,8,45554,5.0,388,7
783,8,46139,3.0,390,7
784,8,46482,5.0,394,7
785,8,47730,5.0,400,7
786,8,47800,5.0,402,7
787,8,48559,4.0,409,7
788,8,48687,5.0,410,7
789,8,49288,5.0,414,7
790,8,49289,5.0,415,7
791,8,49295,5.0,416,7
792,8,49297,5.0,417,7
793,8,50096,5.0,422,7
794,8,50101,5.0,423,7
795,8,50102,5.0,424,7
796,8,50104,5.0,425,7
797,8,50133,5.0,426,7
798,8,51838,4.0,437,7
799,8,53292,5.0,446,7
800,9,439,3.0,3,8
801,9,588,3.0,4,8
802,9,951,1.0,6,8
803,9,3087,3.0,23,8
804,9,3922,3.0,29,8
805,9,4536,3.0,30,8
806,9,5115,3.0,34,8
807,9,5436,4.0,37,8
808,9,5461,4.0,38,8
809,9,6063,3.0,44,8
810,9,6630,4.0,48,8
811,9,7001,4.0,51,8
812,9,7563,1.0,54,8
813,9,8484,5.0,63,8
814,9,9246,4.0,74,8
815,9,9731,3.0,77,8
816,9,10140,2.0,84,8
817,9,10509,5.0,92,8
818,9,10610,3.0,93,8
819,9,10944,4.0,98,8
820,9,11408,1.0,102,8
821,9,11445,4.0,103,8
822,9,11691,3.0,108,8
823,9,11692,3.0,109,8
824,9,11854,1.0,111,8
825,9,11945,4.0,114,8
826,9,11999,3.0,115,8
827,9,12466,1.0,119,8
828,9,12874,5.0,122,8
829,9,13034,5.0,125,8
830,9,13544,3.0,135,8
831,9,13794,2.0,138,8
832,9,13991,4.0,141,8
833,9,14248,3.0,147,8
834,9,14372,2.0,149,8
835,9,14936,4.0,153,8
836,9,15494,3.0,157,8
837,9,15604,4.0,159,8
838,9,16177,2.0,165,8
839,9,17566,4.0,178,8
840,9,17643,3.0,179,8
841,9,17984,4.0,183,8
842,9,18031,3.0,184,8
843,9,18313,5.0,189,8
844,9,18798,2.0,193,8
845,9,18857,3.0,194,8
846,9,19526,3.0,198,8
847,9,19724,4.0,200,8
848,9,21217,4.0,212,8
849,9,21228,5.0,213,8
850,9,21487,3.0,214,8
851,9,22164,3.0,221,8
852,9,23576,2.0,229,8
853,9,23612,3.0,231,8
854,9,24389,4.0,234,8
855,9,24499,2.0,235,8
856,9,24834,5.0,238,8
857,9,24845,4.0,239,8
858,9,25164,3.0,242,8
859,9,25214,3.0,244,8
860,9,26053,2.0,247,8
861,9,26398,5.0,253,8
862,9,26661,3.0,256,8
863,9,27834,4.0,267,8
864,9,28767,3.0,270,8
865,9,31001,3.0,295,8
866,9,32055,5.0,301,8
867,9,32592,3.0,308,8
868,9,32748,5.0,311,8
869,9,32918,5.0,312,8
870,9,32923,3.0,313,8
871,9,33697,2.0,320,8
872,9,33716,3.0,321,8
873,9,36099,4.0,334,8
874,9,36695,4.0,337,8
875,9,37284,4.0,341,8
876,9,37834,3.0,344,8
877,9,38080,1.0,346,8
878,9,38082,5.0,347,8
879,9,38798,3.0,350,8
880,9,38865,3.0,352,8
881,9,41074,3.0,366,8
882,9,42508,3.0,373,8
883,9,43602,4.0,379,8
884,9,43622,3.0,380,8
885,9,43985,3.0,381,8
886,9,44243,4.0,382,8
887,9,44397,5.0,383,8
888,9,46139,5.0,390,8
889,9,46977,2.0,395,8
890,9,47730,5.0,400,8
891,9,48482,3.0,408,8
892,9,49298,2.0,418,8
893,9,50104,5.0,425,8
894,9,50342,3.0,427,8
895,9,51166,4.0,432,8
896,9,51460,4.0,434,8
897,9,51480,1.0,435,8
898,9,51838,4.0,437,8
899,9,53293,5.0,447,8
900,10,3662,4.0,27,9
901,10,3922,5.0,29,9
902,10,4536,2.0,30,9
903,10,5115,4.0,34,9
904,10,5272,3.0,35,9
905,10,5461,3.0,38,9
906,10,6063,1.0,44,9
907,10,6630,3.0,48,9
908,10,7001,4.0,51,9
909,10,8167,3.0,57,9
910,10,9246,2.0,74,9
911,10,9731,3.0,77,9
912,10,10111,5.0,83,9
913,10,10249,4.0,87,9
914,10,10509,2.0,92,9
915,10,10610,5.0,93,9
916,10,10944,4.0,98,9
917,10,11285,5.0,101,9
918,10,11692,5.0,109,9
919,10,11854,4.0,111,9
920,10,11868,5.0,112,9
921,10,11927,5.0,113,9
922,10,12381,5.0,117,9
923,10,12455,3.0,118,9
924,10,12471,5.0,120,9
925,10,12874,4.0,122,9
926,10,12946,5.0,123,9
927,10,13034,5.0,125,9
928,10,13282,5.0,131,9
929,10,13776,4.0,137,9
930,10,13794,4.0,138,9
931,10,13991,4.0,141,9
